run_slot,triad_id,phase,condition_slot,condition_id,method,budget,guard_ratio,arm,training_seed,selection_seed,discovery_or_confirmation
RUN_198,TRIAD_066,B,B03,B03_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.05,R2,1343723075,1567632726,discovery
RUN_199,TRIAD_067,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,T,1829910790,1900271024,discovery
RUN_200,TRIAD_067,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,R1,1829910790,1931781229,discovery
RUN_201,TRIAD_067,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,R2,1829910790,162801954,discovery
RUN_202,TRIAD_068,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,T,1385197443,1892084187,discovery
RUN_203,TRIAD_068,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,R1,1385197443,983341386,discovery
RUN_204,TRIAD_068,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,R2,1385197443,1594622484,discovery
RUN_205,TRIAD_069,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,T,1343723075,1879155201,discovery
RUN_206,TRIAD_069,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,R1,1343723075,809504981,discovery
RUN_207,TRIAD_069,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,R2,1343723075,2131224182,discovery
RUN_208,TRIAD_070,B,B05,B05_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.2,T,1829910790,1403913016,discovery
RUN_209,TRIAD_070,B,B05,B05_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.2,R1,1829910790,1719462789,discovery
RUN_210,TRIAD_070,B,B05,B05_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.2,R2,1829910790,1604841168,discovery
RUN_211,TRIAD_071,B,B05,B05_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.2,T,1385197443,1700867627,discovery
RUN_212,TRIAD_071,B,B05,B05_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.2,R1,1385197443,1484933370,discovery
RUN_213,TRIAD_071,B,B05,B05_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.2,R2,1385197443,841457295,discovery
RUN_214,TRIAD_072,B,B05,B05_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.2,T,1343723075,347492978,discovery
RUN_215,TRIAD_072,B,B05,B05_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.2,R1,1343723075,625327780,discovery
RUN_216,TRIAD_072,B,B05,B05_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.2,R2,1343723075,176344252,discovery
RUN_217,TRIAD_073,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,T,1829910790,1818338807,discovery
RUN_218,TRIAD_073,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,R1,1829910790,1473476432,discovery
RUN_219,TRIAD_073,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,R2,1829910790,1316690650,discovery
RUN_220,TRIAD_074,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,T,1385197443,1212393685,discovery
RUN_221,TRIAD_074,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,R1,1385197443,173040095,discovery
RUN_222,TRIAD_074,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,R2,1385197443,997972020,discovery
RUN_223,TRIAD_075,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,T,1343723075,1068614179,discovery
RUN_224,TRIAD_075,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,R1,1343723075,1587761889,discovery
RUN_225,TRIAD_075,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,R2,1343723075,719353651,discovery
RUN_226,TRIAD_076,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,T,440790218,1959738498,confirmation
RUN_227,TRIAD_076,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R1,440790218,262224897,confirmation
RUN_228,TRIAD_076,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R2,440790218,789825436,confirmation
RUN_229,TRIAD_077,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,T,1625332720,257527915,confirmation
RUN_230,TRIAD_077,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R1,1625332720,2140206268,confirmation
RUN_231,TRIAD_077,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R2,1625332720,490870612,confirmation
RUN_232,TRIAD_078,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,T,1024521099,1565667283,confirmation
RUN_233,TRIAD_078,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R1,1024521099,858212386,confirmation
RUN_234,TRIAD_078,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R2,1024521099,234411702,confirmation
RUN_235,TRIAD_079,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,T,216172108,650544823,confirmation
RUN_236,TRIAD_079,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R1,216172108,232984,confirmation
RUN_237,TRIAD_079,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R2,216172108,1138057388,confirmation
RUN_238,TRIAD_080,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,T,53303004,1432937773,confirmation
RUN_239,TRIAD_080,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R1,53303004,1965309379,confirmation
RUN_240,TRIAD_080,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R2,53303004,166766958,confirmation
