epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990,ratio_id
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_005.pt,1.393848,0.14,0.31,0.416667,0.488095,0.906318,0.910714,35,1,41,4,hn14
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_006.pt,1.583891,0.18,0.2,0.428571,0.452381,0.900648,0.918651,36,2,38,3,hn14
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_007.pt,1.569262,0.1,0.15,0.261905,0.357143,0.885106,0.93254,22,2,30,4,hn14
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_008.pt,1.43636,0.11,0.14,0.333333,0.392857,0.891026,0.928571,28,2,33,3,hn14
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_009.pt,1.242344,0.17,0.19,0.297619,0.333333,0.881607,0.938492,25,2,28,3,hn14
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_010.pt,1.385078,0.11,0.16,0.27381,0.392857,0.890792,0.926587,23,2,33,4,hn14
11,epoch_011.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_011.pt,1.405722,0.13,0.17,0.261905,0.333333,0.881607,0.938492,22,2,28,3,hn14
12,epoch_012.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_012.pt,1.719421,0.2,0.22,0.5,0.547619,0.9163,0.900794,42,1,46,4,hn14
13,epoch_013.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_013.pt,1.543368,0.07,0.07,0.119048,0.119048,0.849899,0.978175,10,1,10,1,hn14
14,epoch_014.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_014.pt,1.626019,0.09,0.18,0.22619,0.464286,0.902386,0.914683,19,2,39,4,hn14
15,epoch_015.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_015.pt,1.213219,0.08,0.11,0.27381,0.333333,0.881607,0.938492,23,2,28,3,hn14
16,epoch_016.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_016.pt,1.69363,0.13,0.17,0.345238,0.369048,0.886994,0.930556,29,2,31,4,hn14
17,epoch_017.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_017.pt,1.603048,0.11,0.12,0.357143,0.369048,0.886994,0.930556,30,2,31,4,hn14
18,epoch_018.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_018.pt,1.715189,0.17,0.18,0.238095,0.27381,0.872385,0.948413,20,2,23,3,hn14
19,epoch_019.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_019.pt,1.842,0.25,0.33,0.511905,0.583333,0.922395,0.894841,43,2,49,4,hn14
20,epoch_020.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_020.pt,1.757034,0.18,0.21,0.309524,0.369048,0.887234,0.93254,26,2,31,3,hn14
21,epoch_021.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_021.pt,1.570592,0.25,0.3,0.321429,0.392857,0.890792,0.926587,27,1,33,4,hn14
22,epoch_022.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_022.pt,2.121838,0.23,0.28,0.392857,0.511905,0.910284,0.906746,33,2,43,4,hn14
23,epoch_023.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_023.pt,1.471745,0.19,0.24,0.392857,0.488095,0.906318,0.910714,33,2,41,4,hn14
24,epoch_024.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_024.pt,1.845594,0.25,0.26,0.25,0.297619,0.875789,0.94246,21,2,25,4,hn14
25,epoch_025.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_025.pt,2.443208,0.27,0.31,0.345238,0.380952,0.888889,0.928571,29,2,32,4,hn14
26,epoch_026.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_026.pt,1.743208,0.15,0.18,0.25,0.309524,0.877637,0.940476,21,2,26,4,hn14
27,epoch_027.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_027.pt,1.933509,0.2,0.23,0.309524,0.392857,0.891026,0.928571,26,2,33,3,hn14
28,epoch_028.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_028.pt,1.72177,0.15,0.18,0.357143,0.404762,0.892934,0.926587,30,2,34,3,hn14
29,epoch_029.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_029.pt,1.646002,0.07,0.16,0.25,0.47619,0.904348,0.912698,21,2,40,4,hn14
30,epoch_030.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_030.pt,1.937016,0.2,0.22,0.357143,0.392857,0.891026,0.928571,30,2,33,3,hn14
31,epoch_031.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_031.pt,1.888569,0.33,0.43,0.583333,0.642857,0.932735,0.884921,49,2,54,4,hn14
32,epoch_032.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_032.pt,1.544448,0.12,0.15,0.357143,0.404762,0.892934,0.926587,30,2,34,3,hn14
33,epoch_033.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_033.pt,1.929055,0.18,0.28,0.380952,0.535714,0.914286,0.902778,32,2,45,4,hn14
34,epoch_034.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_034.pt,1.927376,0.31,0.31,0.440476,0.440476,0.898925,0.922619,37,2,37,2,hn14
35,epoch_035.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_035.pt,1.558462,0.18,0.18,0.452381,0.452381,0.900862,0.920635,38,2,38,2,hn14
36,epoch_036.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_036.pt,1.778772,0.09,0.14,0.27381,0.380952,0.888889,0.928571,23,1,32,4,hn14
37,epoch_037.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_037.pt,1.856276,0.17,0.21,0.392857,0.416667,0.894624,0.922619,33,2,35,4,hn14
38,epoch_038.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_038.pt,2.009465,0.14,0.23,0.202381,0.428571,0.896552,0.920635,17,2,36,4,hn14
39,epoch_039.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_039.pt,1.94979,0.23,0.28,0.452381,0.547619,0.9163,0.900794,38,2,46,4,hn14
40,epoch_040.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_040.pt,2.173867,0.19,0.2,0.47619,0.488095,0.906318,0.910714,40,2,41,4,hn14
41,epoch_041.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_041.pt,2.125845,0.16,0.17,0.416667,0.464286,0.902597,0.916667,35,2,39,3,hn14
42,epoch_042.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_042.pt,2.117639,0.21,0.24,0.428571,0.47619,0.904348,0.912698,36,2,40,4,hn14
43,epoch_043.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_043.pt,1.583519,0.17,0.22,0.452381,0.511905,0.910284,0.906746,38,2,43,4,hn14
44,epoch_044.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_044.pt,1.812182,0.24,0.3,0.511905,0.607143,0.926503,0.890873,43,1,51,4,hn14
45,epoch_045.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_045.pt,1.766648,0.25,0.27,0.511905,0.547619,0.9163,0.900794,43,2,46,4,hn14
46,epoch_046.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_046.pt,2.152327,0.15,0.25,0.333333,0.464286,0.902386,0.914683,28,0,39,4,hn14
47,epoch_047.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_047.pt,1.672854,0.11,0.17,0.333333,0.428571,0.896552,0.920635,28,2,36,4,hn14
48,epoch_048.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_048.pt,2.125727,0.2,0.21,0.452381,0.47619,0.904555,0.914683,38,2,40,3,hn14
49,epoch_049.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_049.pt,2.085885,0.13,0.25,0.321429,0.452381,0.900433,0.916667,27,2,38,4,hn14
50,epoch_050.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_050.pt,2.123612,0.12,0.18,0.22619,0.357143,0.885106,0.93254,19,1,30,4,hn14
51,epoch_051.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_051.pt,2.209003,0.26,0.29,0.464286,0.488095,0.906318,0.910714,39,2,41,4,hn14
52,epoch_052.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_052.pt,2.133466,0.15,0.23,0.380952,0.5,0.908297,0.90873,32,2,42,4,hn14
53,epoch_053.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_053.pt,2.285418,0.21,0.3,0.440476,0.535714,0.914474,0.904762,37,2,45,3,hn14
54,epoch_054.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_054.pt,2.255901,0.19,0.26,0.321429,0.440476,0.898488,0.918651,27,1,37,4,hn14
55,epoch_055.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_055.pt,2.173052,0.24,0.26,0.5,0.535714,0.914286,0.902778,42,2,45,4,hn14
56,epoch_056.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_056.pt,2.329952,0.16,0.2,0.357143,0.416667,0.894624,0.922619,30,2,35,4,hn14
57,epoch_057.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_057.pt,2.25779,0.14,0.21,0.27381,0.464286,0.902386,0.914683,23,2,39,4,hn14
58,epoch_058.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_058.pt,2.286011,0.16,0.22,0.369048,0.52381,0.912281,0.904762,31,2,44,4,hn14
59,epoch_059.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_059.pt,1.997317,0.06,0.25,0.119048,0.52381,0.912473,0.906746,10,2,44,3,hn14
60,epoch_060.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_060.pt,2.160726,0.12,0.13,0.392857,0.404762,0.892934,0.926587,33,2,34,3,hn14
61,epoch_061.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_061.pt,2.310187,0.09,0.14,0.238095,0.392857,0.890792,0.926587,20,2,33,4,hn14
62,epoch_062.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_062.pt,2.296433,0.17,0.26,0.392857,0.47619,0.904348,0.912698,33,2,40,4,hn14
63,epoch_063.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_063.pt,2.308401,0.19,0.21,0.428571,0.440476,0.898488,0.918651,36,1,37,4,hn14
64,epoch_064.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_064.pt,2.347934,0.25,0.28,0.559524,0.595238,0.924444,0.892857,47,2,50,4,hn14
65,epoch_065.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_065.pt,2.462484,0.19,0.23,0.440476,0.47619,0.904348,0.912698,37,2,40,4,hn14
66,epoch_066.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_066.pt,2.678911,0.17,0.27,0.321429,0.47619,0.904348,0.912698,27,2,40,4,hn14
67,epoch_067.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_067.pt,2.315914,0.19,0.19,0.5,0.5,0.908696,0.912698,42,2,42,2,hn14
68,epoch_068.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_068.pt,2.552114,0.12,0.24,0.297619,0.52381,0.912281,0.904762,25,2,44,4,hn14
69,epoch_069.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_069.pt,2.441649,0.22,0.24,0.464286,0.511905,0.91048,0.90873,39,2,43,3,hn14
70,epoch_070.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_070.pt,2.196882,0.13,0.16,0.416667,0.464286,0.902597,0.916667,35,2,39,3,hn14
71,epoch_071.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_071.pt,3.026949,0.18,0.25,0.404762,0.5,0.908297,0.90873,34,2,42,4,hn14
72,epoch_072.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_072.pt,2.813808,0.24,0.3,0.47619,0.535714,0.914286,0.902778,40,2,45,4,hn14
73,epoch_073.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_073.pt,2.819354,0.24,0.27,0.47619,0.488095,0.906318,0.910714,40,2,41,4,hn14
74,epoch_074.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_074.pt,2.380951,0.35,0.36,0.642857,0.654762,0.934978,0.884921,54,2,55,3,hn14
75,epoch_075.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_075.pt,2.480195,0.22,0.31,0.464286,0.547619,0.9163,0.900794,39,2,46,4,hn14
76,epoch_076.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_076.pt,2.299904,0.25,0.32,0.488095,0.583333,0.922395,0.894841,41,2,49,4,hn14
77,epoch_077.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_077.pt,2.375059,0.14,0.36,0.285714,0.595238,0.924444,0.892857,24,1,50,4,hn14
78,epoch_078.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_078.pt,2.553005,0.18,0.22,0.357143,0.416667,0.894624,0.922619,30,2,35,4,hn14
79,epoch_079.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_079.pt,2.522927,0.22,0.24,0.416667,0.440476,0.898488,0.918651,35,1,37,4,hn14
80,epoch_080.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_080.pt,2.495056,0.24,0.25,0.440476,0.452381,0.900648,0.918651,37,2,38,3,hn14
81,epoch_081.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_081.pt,2.544826,0.18,0.26,0.440476,0.535714,0.914286,0.902778,37,2,45,4,hn14
82,epoch_082.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_082.pt,2.471629,0.18,0.22,0.440476,0.511905,0.910284,0.906746,37,2,43,4,hn14
83,epoch_083.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_083.pt,2.431514,0.17,0.22,0.392857,0.47619,0.904348,0.912698,33,2,40,4,hn14
84,epoch_084.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_084.pt,2.564566,0.19,0.23,0.380952,0.440476,0.898707,0.920635,32,2,37,3,hn14
85,epoch_085.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_085.pt,2.522645,0.17,0.23,0.404762,0.5,0.908497,0.910714,34,2,42,3,hn14
86,epoch_086.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_086.pt,2.895651,0.23,0.31,0.440476,0.547619,0.9163,0.900794,37,2,46,4,hn14
87,epoch_087.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_087.pt,2.832434,0.18,0.25,0.404762,0.535714,0.914286,0.902778,34,2,45,4,hn14
88,epoch_088.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_088.pt,2.846376,0.16,0.3,0.321429,0.52381,0.912281,0.904762,27,1,44,4,hn14
89,epoch_089.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_089.pt,2.930277,0.17,0.32,0.392857,0.571429,0.920354,0.896825,33,2,48,4,hn14
90,epoch_090.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_090.pt,2.77485,0.18,0.2,0.428571,0.464286,0.902386,0.914683,36,2,39,4,hn14
91,epoch_091.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_091.pt,2.780449,0.17,0.21,0.321429,0.380952,0.888889,0.928571,27,2,32,4,hn14
92,epoch_092.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_092.pt,2.540358,0.17,0.23,0.380952,0.464286,0.902386,0.914683,32,2,39,4,hn14
93,epoch_093.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_093.pt,2.479268,0.1,0.19,0.285714,0.428571,0.896552,0.920635,24,2,36,4,hn14
94,epoch_094.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_094.pt,2.701215,0.17,0.28,0.380952,0.5,0.908497,0.910714,32,2,42,3,hn14
95,epoch_095.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_095.pt,2.651658,0.18,0.23,0.428571,0.511905,0.910284,0.906746,36,2,43,4,hn14
96,epoch_096.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_096.pt,2.615856,0.2,0.3,0.488095,0.571429,0.920354,0.896825,41,2,48,4,hn14
97,epoch_097.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_097.pt,2.768549,0.26,0.26,0.464286,0.464286,0.902808,0.918651,39,2,39,2,hn14
98,epoch_098.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_098.pt,2.874727,0.21,0.27,0.464286,0.511905,0.910284,0.906746,39,2,43,4,hn14
99,epoch_099.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_099.pt,2.971217,0.25,0.32,0.464286,0.488095,0.906318,0.910714,39,2,41,4,hn14
100,epoch_100.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_100.pt,2.931108,0.23,0.33,0.452381,0.559524,0.918322,0.89881,38,2,47,4,hn14
101,epoch_101.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_101.pt,2.724695,0.22,0.3,0.428571,0.511905,0.910284,0.906746,36,2,43,4,hn14
