epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990,ratio_id
103,epoch102.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_103.pt,1.944211,0.14,0.26,0.309524,0.52381,0.912281,0.904762,26,2,44,4,hn00
104,epoch103.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_104.pt,1.91545,0.16,0.22,0.392857,0.511905,0.910284,0.906746,33,2,43,4,hn00
105,epoch104.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_105.pt,2.025365,0.21,0.24,0.47619,0.5,0.908297,0.90873,40,2,42,4,hn00
106,epoch105.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_106.pt,1.991159,0.21,0.22,0.464286,0.47619,0.904348,0.912698,39,2,40,4,hn00
107,epoch106.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_107.pt,2.009582,0.21,0.21,0.464286,0.464286,0.902808,0.918651,39,2,39,2,hn00
108,epoch107.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_108.pt,2.001101,0.16,0.25,0.428571,0.583333,0.922395,0.894841,36,2,49,4,hn00
109,epoch108.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_109.pt,1.996916,0.15,0.22,0.416667,0.547619,0.916484,0.902778,35,2,46,3,hn00
110,epoch109.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_110.pt,1.991843,0.12,0.22,0.333333,0.5,0.908297,0.90873,28,2,42,4,hn00
111,epoch110.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_111.pt,2.043791,0.11,0.23,0.309524,0.5,0.908297,0.90873,26,2,42,4,hn00
112,epoch111.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_112.pt,2.008112,0.1,0.21,0.261905,0.5,0.908297,0.90873,22,2,42,4,hn00
113,epoch112.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_113.pt,2.00232,0.12,0.19,0.297619,0.452381,0.900433,0.916667,25,2,38,4,hn00
114,epoch113.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_114.pt,1.976893,0.1,0.19,0.297619,0.5,0.908297,0.90873,25,2,42,4,hn00
115,epoch114.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_115.pt,1.969231,0.11,0.18,0.321429,0.428571,0.896552,0.920635,27,2,36,4,hn00
116,epoch115.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_116.pt,1.996672,0.14,0.22,0.380952,0.547619,0.9163,0.900794,32,2,46,4,hn00
117,epoch116.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_117.pt,2.004955,0.13,0.22,0.392857,0.535714,0.914286,0.902778,33,2,45,4,hn00
118,epoch117.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_118.pt,2.067415,0.12,0.22,0.333333,0.511905,0.910284,0.906746,28,2,43,4,hn00
119,epoch118.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_119.pt,2.099876,0.1,0.22,0.238095,0.5,0.908297,0.90873,20,2,42,4,hn00
120,epoch119.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_120.pt,2.170579,0.08,0.25,0.202381,0.511905,0.910284,0.906746,17,1,43,4,hn00
121,epoch120.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_121.pt,2.167906,0.12,0.26,0.297619,0.52381,0.912473,0.906746,25,2,44,3,hn00
122,epoch121.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_122.pt,2.171387,0.12,0.27,0.297619,0.52381,0.912281,0.904762,25,2,44,4,hn00
123,epoch122.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_123.pt,2.166737,0.12,0.28,0.309524,0.559524,0.918322,0.89881,26,2,47,4,hn00
124,epoch123.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_124.pt,2.160615,0.1,0.3,0.25,0.571429,0.920354,0.896825,21,1,48,4,hn00
125,epoch124.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_125.pt,2.182801,0.12,0.29,0.321429,0.583333,0.922395,0.894841,27,2,49,4,hn00
126,epoch125.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_126.pt,2.259205,0.14,0.26,0.380952,0.535714,0.914474,0.904762,32,2,45,3,hn00
127,epoch126.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_127.pt,2.23635,0.14,0.26,0.404762,0.535714,0.914286,0.902778,34,2,45,4,hn00
128,epoch127.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_128.pt,2.225185,0.12,0.24,0.380952,0.535714,0.914286,0.902778,32,2,45,4,hn00
129,epoch128.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_129.pt,2.251876,0.15,0.25,0.416667,0.535714,0.914286,0.902778,35,2,45,4,hn00
130,epoch129.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_130.pt,2.249912,0.19,0.22,0.47619,0.488095,0.906318,0.910714,40,2,41,4,hn00
131,epoch130.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_131.pt,2.321134,0.15,0.24,0.440476,0.511905,0.910284,0.906746,37,2,43,4,hn00
132,epoch131.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_132.pt,2.359937,0.17,0.24,0.440476,0.511905,0.910284,0.906746,37,2,43,4,hn00
133,epoch132.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_133.pt,2.395608,0.18,0.25,0.452381,0.511905,0.910284,0.906746,38,2,43,4,hn00
134,epoch133.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_134.pt,2.437897,0.2,0.26,0.47619,0.511905,0.910284,0.906746,40,2,43,4,hn00
135,epoch134.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_135.pt,2.462224,0.19,0.27,0.47619,0.535714,0.914286,0.902778,40,2,45,4,hn00
136,epoch135.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_136.pt,2.492123,0.18,0.29,0.464286,0.547619,0.9163,0.900794,39,2,46,4,hn00
137,epoch136.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_137.pt,2.526094,0.2,0.27,0.47619,0.535714,0.914286,0.902778,40,2,45,4,hn00
138,epoch137.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_138.pt,2.540327,0.21,0.28,0.5,0.535714,0.914286,0.902778,42,2,45,4,hn00
139,epoch138.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_139.pt,2.559312,0.21,0.26,0.47619,0.535714,0.914286,0.902778,40,2,45,4,hn00
140,epoch139.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_140.pt,2.552511,0.21,0.24,0.452381,0.488095,0.906318,0.910714,38,2,41,4,hn00
141,epoch140.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_141.pt,2.549637,0.18,0.22,0.428571,0.464286,0.902597,0.916667,36,1,39,3,hn00
142,epoch141.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_142.pt,2.563063,0.17,0.21,0.416667,0.452381,0.900648,0.918651,35,1,38,3,hn00
143,epoch142.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_143.pt,2.57266,0.16,0.22,0.416667,0.464286,0.902386,0.914683,35,1,39,4,hn00
144,epoch143.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_144.pt,2.591655,0.18,0.22,0.428571,0.452381,0.900648,0.918651,36,2,38,3,hn00
145,epoch144.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_145.pt,2.619728,0.18,0.23,0.440476,0.452381,0.900433,0.916667,37,2,38,4,hn00
146,epoch145.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_146.pt,2.631027,0.2,0.24,0.452381,0.464286,0.902386,0.914683,38,2,39,4,hn00
147,epoch146.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_147.pt,2.612556,0.18,0.23,0.452381,0.464286,0.902597,0.916667,38,1,39,3,hn00
148,epoch147.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_148.pt,2.601794,0.19,0.23,0.452381,0.488095,0.906318,0.910714,38,1,41,4,hn00
149,epoch148.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_149.pt,2.596146,0.21,0.21,0.464286,0.464286,0.902808,0.918651,39,2,39,2,hn00
150,epoch149.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_150.pt,2.583933,0.2,0.22,0.452381,0.464286,0.902597,0.916667,38,2,39,3,hn00
151,epoch150.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_151.pt,2.577496,0.22,0.22,0.47619,0.47619,0.904762,0.916667,40,2,40,2,hn00
152,epoch151.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_152.pt,2.589948,0.2,0.22,0.452381,0.47619,0.904555,0.914683,38,1,40,3,hn00
153,epoch152.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_153.pt,2.602136,0.21,0.24,0.452381,0.488095,0.906318,0.910714,38,2,41,4,hn00
154,epoch153.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_154.pt,2.614386,0.19,0.25,0.452381,0.511905,0.910284,0.906746,38,1,43,4,hn00
155,epoch154.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_155.pt,2.635908,0.22,0.25,0.464286,0.511905,0.910284,0.906746,39,2,43,4,hn00
156,epoch155.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_156.pt,2.642139,0.21,0.25,0.464286,0.511905,0.910284,0.906746,39,2,43,4,hn00
157,epoch156.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_157.pt,2.661423,0.2,0.24,0.464286,0.5,0.908497,0.910714,39,1,42,3,hn00
158,epoch157.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_158.pt,2.667521,0.23,0.23,0.5,0.5,0.908696,0.912698,42,2,42,2,hn00
159,epoch158.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_159.pt,2.691717,0.21,0.21,0.5,0.5,0.908894,0.914683,42,1,42,1,hn00
160,epoch159.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_160.pt,2.713514,0.21,0.21,0.5,0.5,0.908894,0.914683,42,1,42,1,hn00
161,epoch160.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_161.pt,2.735771,0.21,0.21,0.5,0.5,0.908894,0.914683,42,1,42,1,hn00
162,epoch161.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_162.pt,2.756614,0.22,0.22,0.5,0.5,0.908894,0.914683,42,1,42,1,hn00
163,epoch162.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_163.pt,2.778022,0.22,0.22,0.5,0.5,0.908696,0.912698,42,2,42,2,hn00
164,epoch163.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_164.pt,2.792188,0.21,0.21,0.5,0.5,0.908696,0.912698,42,2,42,2,hn00
165,epoch164.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_165.pt,2.807873,0.22,0.22,0.5,0.5,0.908696,0.912698,42,2,42,2,hn00
166,epoch165.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_166.pt,2.817549,0.22,0.22,0.5,0.5,0.908696,0.912698,42,2,42,2,hn00
167,epoch166.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_167.pt,2.83206,0.23,0.23,0.5,0.5,0.908696,0.912698,42,2,42,2,hn00
168,epoch167.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_168.pt,2.83924,0.23,0.27,0.5,0.52381,0.912281,0.904762,42,2,44,4,hn00
169,epoch168.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_169.pt,2.857243,0.23,0.27,0.5,0.511905,0.910284,0.906746,42,2,43,4,hn00
170,epoch169.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_170.pt,2.87167,0.23,0.26,0.5,0.511905,0.910284,0.906746,42,2,43,4,hn00
171,epoch170.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_171.pt,2.87838,0.22,0.26,0.488095,0.511905,0.910284,0.906746,41,2,43,4,hn00
172,epoch171.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_172.pt,2.889012,0.22,0.26,0.488095,0.511905,0.910284,0.906746,41,2,43,4,hn00
173,epoch172.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_173.pt,2.900109,0.22,0.26,0.488095,0.511905,0.910284,0.906746,41,2,43,4,hn00
174,epoch173.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_174.pt,2.909118,0.23,0.25,0.488095,0.511905,0.91048,0.90873,41,2,43,3,hn00
175,epoch174.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_175.pt,2.917418,0.22,0.25,0.47619,0.511905,0.91048,0.90873,40,2,43,3,hn00
176,epoch175.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_176.pt,2.927909,0.23,0.28,0.488095,0.52381,0.912281,0.904762,41,2,44,4,hn00
177,epoch176.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_177.pt,2.938056,0.23,0.25,0.47619,0.511905,0.91048,0.90873,40,2,43,3,hn00
178,epoch177.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_178.pt,2.950898,0.23,0.25,0.47619,0.511905,0.91048,0.90873,40,2,43,3,hn00
179,epoch178.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_179.pt,2.964654,0.24,0.25,0.5,0.511905,0.91048,0.90873,42,2,43,3,hn00
180,epoch179.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_180.pt,2.981864,0.24,0.25,0.488095,0.511905,0.91048,0.90873,41,2,43,3,hn00
181,epoch180.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_181.pt,2.99976,0.25,0.25,0.511905,0.511905,0.910675,0.910714,43,2,43,2,hn00
182,epoch181.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_182.pt,3.016421,0.25,0.25,0.511905,0.511905,0.910675,0.910714,43,2,43,2,hn00
183,epoch182.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_183.pt,3.031167,0.25,0.25,0.511905,0.511905,0.910675,0.910714,43,2,43,2,hn00
184,epoch183.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_184.pt,3.046405,0.24,0.25,0.488095,0.511905,0.91048,0.90873,41,2,43,3,hn00
185,epoch184.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_185.pt,3.063549,0.24,0.27,0.5,0.52381,0.912473,0.906746,42,2,44,3,hn00
186,epoch185.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_186.pt,3.079658,0.24,0.27,0.5,0.52381,0.912473,0.906746,42,2,44,3,hn00
187,epoch186.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_187.pt,3.095929,0.24,0.27,0.488095,0.52381,0.912473,0.906746,41,2,44,3,hn00
188,epoch187.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_188.pt,3.109909,0.23,0.27,0.464286,0.52381,0.912473,0.906746,39,2,44,3,hn00
189,epoch188.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_189.pt,3.120847,0.23,0.27,0.464286,0.52381,0.912281,0.904762,39,2,44,4,hn00
190,epoch189.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_190.pt,3.131453,0.23,0.27,0.464286,0.52381,0.912281,0.904762,39,2,44,4,hn00
191,epoch190.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_191.pt,3.144116,0.22,0.27,0.452381,0.52381,0.912281,0.904762,38,2,44,4,hn00
192,epoch191.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_192.pt,3.156059,0.22,0.27,0.452381,0.52381,0.912281,0.904762,38,2,44,4,hn00
193,epoch192.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_193.pt,3.1671,0.22,0.28,0.452381,0.535714,0.914286,0.902778,38,2,45,4,hn00
194,epoch193.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_194.pt,3.178477,0.24,0.28,0.5,0.535714,0.914286,0.902778,42,2,45,4,hn00
195,epoch194.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_195.pt,3.191225,0.24,0.28,0.488095,0.535714,0.914286,0.902778,41,2,45,4,hn00
196,epoch195.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_196.pt,3.200292,0.24,0.25,0.488095,0.511905,0.91048,0.90873,41,2,43,3,hn00
197,epoch196.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_197.pt,3.208788,0.24,0.25,0.488095,0.511905,0.91048,0.90873,41,2,43,3,hn00
198,epoch197.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_198.pt,3.216992,0.24,0.25,0.488095,0.511905,0.91048,0.90873,41,2,43,3,hn00
199,epoch198.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_199.pt,3.224827,0.25,0.27,0.511905,0.52381,0.912281,0.904762,43,2,44,4,hn00
200,epoch199.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11n_gate2_formal_200ep\weights\epoch_200.pt,3.232173,0.25,0.27,0.511905,0.52381,0.912281,0.904762,43,2,44,4,hn00
1,epoch0.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_001.pt,1.570391,0.24,0.32,0.511905,0.583333,0.922395,0.894841,43,2,49,4,hn08
2,epoch1.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_002.pt,1.66142,0.18,0.19,0.285714,0.309524,0.877895,0.94246,24,2,26,3,hn08
3,epoch2.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_003.pt,1.44524,0.1,0.13,0.297619,0.321429,0.879493,0.938492,25,2,27,4,hn08
4,epoch3.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_004.pt,1.282269,0.28,0.32,0.404762,0.452381,0.900433,0.916667,34,2,38,4,hn08
