epoch,checkpoint_path,Accuracy,AUROC,AUPRC,top1_acc
136,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_136.pt,0.6764,0.9386,0.9850,0.6750
137,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_137.pt,0.6806,0.9388,0.9851,0.6806
138,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_138.pt,0.6708,0.9396,0.9853,0.6708
139,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_139.pt,0.6764,0.9397,0.9853,0.6778
140,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_140.pt,0.6806,0.9394,0.9851,0.6806
141,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_141.pt,0.6819,0.9393,0.9850,0.6819
142,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_142.pt,0.6819,0.9392,0.9850,0.6819
143,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_143.pt,0.6778,0.9389,0.9849,0.6778
144,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_144.pt,0.6847,0.9390,0.9850,0.6847
145,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_145.pt,0.6833,0.9393,0.9850,0.6833
146,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_146.pt,0.6806,0.9400,0.9853,0.6806
147,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_147.pt,0.6792,0.9400,0.9853,0.6792
148,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_148.pt,0.6778,0.9401,0.9853,0.6778
149,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_149.pt,0.6736,0.9399,0.9853,0.6736
150,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_150.pt,0.6764,0.9396,0.9853,0.6764
151,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_151.pt,0.6778,0.9391,0.9852,0.6778
152,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_152.pt,0.6819,0.9393,0.9852,0.6833
153,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_153.pt,0.6833,0.9395,0.9853,0.6819
154,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_154.pt,0.6792,0.9391,0.9852,0.6792
155,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_155.pt,0.6792,0.9389,0.9851,0.6792
156,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_156.pt,0.6792,0.9394,0.9852,0.6792
157,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_157.pt,0.6847,0.9395,0.9853,0.6847
158,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_158.pt,0.6861,0.9392,0.9853,0.6861
159,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_159.pt,0.6847,0.9392,0.9853,0.6847
160,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_160.pt,0.6847,0.9393,0.9853,0.6847
161,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_161.pt,0.6889,0.9395,0.9853,0.6889
162,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_162.pt,0.6861,0.9395,0.9852,0.6861
163,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_163.pt,0.6861,0.9398,0.9852,0.6861
164,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_164.pt,0.6861,0.9400,0.9853,0.6861
165,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_165.pt,0.6875,0.9406,0.9854,0.6875
166,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_166.pt,0.6861,0.9407,0.9855,0.6861
167,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_167.pt,0.6917,0.9406,0.9854,0.6903
168,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_168.pt,0.6875,0.9408,0.9855,0.6875
169,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_169.pt,0.6861,0.9409,0.9854,0.6861
170,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_170.pt,0.6847,0.9410,0.9854,0.6847
171,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_171.pt,0.6861,0.9411,0.9854,0.6861
172,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_172.pt,0.6833,0.9413,0.9855,0.6833
173,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_173.pt,0.6847,0.9415,0.9855,0.6847
174,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_174.pt,0.6847,0.9415,0.9855,0.6833
175,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_175.pt,0.6833,0.9416,0.9855,0.6819
176,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_176.pt,0.6819,0.9415,0.9855,0.6819
177,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_177.pt,0.6819,0.9414,0.9855,0.6819
178,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_178.pt,0.6792,0.9415,0.9855,0.6764
179,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_179.pt,0.6764,0.9415,0.9855,0.6764
180,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_180.pt,0.6736,0.9418,0.9855,0.6736
181,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_181.pt,0.6764,0.9419,0.9855,0.6778
182,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_182.pt,0.6764,0.9421,0.9856,0.6750
183,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_183.pt,0.6736,0.9418,0.9855,0.6750
184,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_184.pt,0.6764,0.9417,0.9855,0.6764
185,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_185.pt,0.6806,0.9417,0.9855,0.6792
186,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_186.pt,0.6806,0.9416,0.9855,0.6806
187,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_187.pt,0.6792,0.9418,0.9855,0.6792
188,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_188.pt,0.6792,0.9420,0.9856,0.6792
189,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_189.pt,0.6792,0.9420,0.9856,0.6792
190,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_190.pt,0.6792,0.9421,0.9856,0.6792
191,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_191.pt,0.6819,0.9422,0.9856,0.6819
192,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_192.pt,0.6792,0.9423,0.9857,0.6792
193,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_193.pt,0.6806,0.9425,0.9857,0.6806
194,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_194.pt,0.6806,0.9425,0.9857,0.6806
195,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_195.pt,0.6833,0.9427,0.9858,0.6833
196,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_196.pt,0.6847,0.9429,0.9859,0.6847
197,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_197.pt,0.6875,0.9430,0.9859,0.6875
198,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_198.pt,0.6889,0.9430,0.9859,0.6889
199,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_199.pt,0.6889,0.9431,0.9859,0.6889
200,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11s_cls6_formal_200ep\weights\epoch_200.pt,0.6889,0.9431,0.9859,0.6889
